ProductID,ProductOracleSerial,ProductModelNO,ProductMPN,CategoryId,CategoryName,FamilyId,FamilyName,ProductCategoryID,ProductCategoryName,RmsCategoryId,RmsFamilyId,RmsSubfamilyId,BrandID,BrandName,BrandNameA,BrandNameE,ProductNameE,ProductDescriptionE,ProductSmallDescriptionE,ProductNameA,ProductDescriptionA,ProductSmallDescriptionA,Url360Ar,Url360En,ProductImageLargePath,ProductImageSmallPath,VideoUrlAr,VideoUrlEn,ProductSize
192618,192618,SDIX30C-128G,SDIX30C-128G-GN6NE,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SANDISK,???????,SANDISK,SANDISK iXPAND 128GB FLASH DRIVE FOR IPHONE & IPAD,SDIX30C-128G--SANDISK iXPAND 128GB FLASH DRIVE FOR IPHONE AND IPAD,SANDISK iXPAND 128GB FLASH DRIVE FOR IPHONE AND IPAD,??????? ???? ????? ???? 128 ????????,??????? ???? ????? ???? 128 ???????? ?????? ??????? ????????,??????? ???? ????? ???? 128 ???????? ?????? ??????? ????????,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/167/9991809_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9991809_L_1_2.jpg,NULL,NULL,S
196563,196563,SDIX40N-016G,SDIX40N-016G,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SANDISK,???????,SANDISK,SANDISK 16GB iXpand Mini for iPhone and iPad,SDIX40N-016G--SANDISK 16GB iXpand Mini for iPhone and iPad,SANDISK 16GB iXpand Mini for iPhone and iPad,??????? ???? ????? ???? 16 ????????,??????? ???? ????? ???? ??? 16 ???????? ???? ????????,??????? ???? ????? ???? ??? 16 ???????? ???? ????????,https://embed.imajize.com/6720710?lang=ar,https://embed.imajize.com/6720710?lang=en,http://cdn.extrastores.com/ImagesSections/product/167/9996002_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9996002_L_1_2.jpg,NULL,NULL,S
196564,196564,SDIX40N-032G,SDIX40N-032G,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SANDISK,???????,SANDISK,SANDISK 32GB iXpand Mini for iPhone and iPad,SDIX40N-032G--SANDISK 32GB iXpand Mini for iPhone and iPad,SANDISK 32GB iXpand Mini for iPhone and iPad,??????? ???? ????? ???? 32 ????????,??????? ???? ????? ???? ??? 32 ???????? ???? ????????,??????? ???? ????? ???? ??? 32 ???????? ???? ????????,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/167/9996001_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9996001_L_1_2.jpg,NULL,NULL,S
196565,196565,SDIX40N-064G,SDIX40N-064G,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SANDISK,???????,SANDISK,"Sandisk 64GB iXpand, Mini for iPhone and iPad",SDIX40N-064G--SANDISK 64GB iXpand Mini for iPhone and iPad,SANDISK 64GB iXpand Mini for iPhone and iPad,???????? ???? ????? ???? 64 ????,??????? ???? ????? ???? ??? 64 ???????? ???? ????????,??????? ???? ????? ???? ??? 64 ???????? ???? ????????,https://embed.imajize.com/5440820?lang=ar,https://embed.imajize.com/5440820?lang=en,http://cdn.extrastores.com/ImagesSections/product/167/9996003_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9996003_L_1_2.jpg,NULL,NULL,S
196489,196489,SDSSDEXT-120G,SDSSDEXT-120G,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,5,0,SANDISK,???????,SANDISK,Sandisk 120GB Portable SSd 415 Mb/s Ext Hard Drive,SDSSDEXT-120G--Sandisk 120GB Portable SSd 415 Mb/s Ext Hard Drive,Sandisk 120GB Portable SSd 415 Mb/s Ext Hard Drive,??????? ???? ????? 120 ????????,??????? ???? ????? 120 ????????,??????? ???? ????? 120 ????????,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/166/9995930_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/166/9995930_L_1_2.jpg,NULL,NULL,S
196487,196487,SDSSDEXT-480G,SDSSDEXT-480G,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,5,0,SANDISK,???????,SANDISK,Sandisk 480GB Portable SSd 415 Mb/s Ext Hard Drive,SDSSDEXT-480G--Sandisk 480GB Portable SSd 415 Mb/s Ext Hard Drive,Sandisk 480GB Portable SSd 415 Mb/s Ext Hard Drive,??????? ???? ????? 480 ????????,??????? ???? ????? 480 ????????,??????? ???? ????? 480 ????????,https://embed.imajize.com/1201601?lang=ar,https://embed.imajize.com/1201601?lang=en,http://cdn.extrastores.com/ImagesSections/product/166/9995932_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/166/9995932_L_1_2.jpg,NULL,NULL,S
183728,183728,SDWS4-016G-G46,SDWS4-016G-G46,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SANDISK,???????,SANDISK,SanDisk Connect Wireless Stick USB flash 16GB,"SDWS4-016G-G46--SanDisk Connect Wireless Stick USB flash drive, 16GB Wi-Fi + USB 2.0, Black","SanDisk Connect Wireless Stick USB flash drive, 16GB, Black",??????? ???? ????? ?????? ??? 16 ????,??????? ???? ????? ?????? ??? 16 ???????? ,??????? ???? ????? ?????? ??? 16 ???????? ,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/167/9982282_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9982282_L_1_2.jpg,NULL,NULL,S
183556,183556,SDWS4-032G-G46,SDWS4-032G-G46,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SANDISK,???????,SANDISK,SanDisk Connect Wireless Stick USB flash 32GB,"SDWS4-032G-G46--SanDisk Connect Wireless Stick USB flash drive, 32GB Wi-Fi + USB 2.0, Black","SanDisk Connect Wireless Stick USB flash drive, 32GB, Black.",??????? ???? ????? ?????? ??? 32 ????,??????? ???? ????? ?????? ??? 32 ????????,??????? ???? ????? ?????? ??? 32 ????????,https://embed.imajize.com/2814310?lang=ar,https://embed.imajize.com/2814310?lang=en,http://cdn.extrastores.com/ImagesSections/product/167/9982279_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9982279_L_1_2.jpg,NULL,NULL,S
183557,183557,SDWS4-064G-G46,SDWS4-064G-G46,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SANDISK,???????,SANDISK,SanDisk Connect Wireless Stick USB flash 64GB,"SDWS4-064G-G46--SanDisk Connect Wireless Stick USB flash drive, 64GB Wi-Fi + USB 2.0, Black","SanDisk Connect Wireless Stick USB flash drive, 64GB, Black.",??????? ???? ????? ?????? ??? 64 ????,??????? ???? ????? ?????? ??? 64 ????????,??????? ???? ????? ?????? ??? 64 ????????,https://embed.imajize.com/3745202?lang=ar,https://embed.imajize.com/3745202?lang=en,http://cdn.extrastores.com/ImagesSections/product/167/9982280_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9982280_L_1_2.jpg,NULL,NULL,S
196398,196398,SL-BG2/B,SL-BG2/B,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,5,0,SONY,????,SONY,"SONY High Speed 256GB SSD, 450MBPS, Win/Mac, Black","SL-BG2/B--SONY High Speed 256GB SSD, 450MBPS, Win/Mac, Black","SONY High Speed 256GB SSD, 450MBPS, Win/Mac, Black","???? ???? ????? 256 ????????, ????","???? ???? ????? 256 ????????, ????","???? ???? ????? 256 ????????, ????",NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/166/9995845_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/166/9995845_L_1_2.jpg,NULL,NULL,S
196399,196399,SL-BG2/S,SL-BG2/S,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,5,0,SONY,????,SONY,"SONY High Speed 256GB SSD, 450MBPS, Win/Mac, Silve","SL-BG2/S--SONY High Speed 256GB SSD, 450MBPS, Win/Mac, Silver","SONY High Speed 256GB SSD, 450MBPS, Win/Mac, Silver","???? ???? ????? 256 ????????, ???","???? ???? ????? 256 ????????, ???","???? ???? ????? 256 ????????, ???",NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/166/9995846_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/166/9995846_L_1_2.jpg,NULL,NULL,S
189079,189079,THN-U202W0320E4,THN-U202W0320E4,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,TOSHIBA,??????,TOSHIBA,Toshiba TransMemory U202 32GB USB2.0 Flash Drive White,"THN-U202W0320E4---Toshiba TransMemory U202 32GB USB2.0 Flash Drive White. Light & Small Design, Practical And Portable, Additional Security Software, Password Support",Toshiba TransMemory U202 32GB USB2.0 Flash Drive White,?????? ???? ?????? 32 ????? ????,?????? ???? ?????? 32 ????? ????,?????? ???? ?????? 32 ????? ????,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/167/9987976_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9987976_L_1_2.jpg,,,S
100029142,100029142,THN-U303W0160E4,THN-U303W0160E4,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,TOSHIBA,??????,TOSHIBA,"TOSHIBA TransMemory 16GB USB Flash Drive USB 3.0, White","THN-U303W0160E4--TOSHIBA TransMemory U303 16GB USB Flash Drive USB 3.0, White","TOSHIBA TransMemory U303 16GB USB Flash Drive USB 3.0, White","?????? ???? ?????? ???? 16????????, ??? ????","?????? ???? ?????? ???? 16????????, ??? ????","?????? ???? ?????? ???? 16????????, ??? ????",NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/100029142_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100029142_L_1_2.jpg,,,S
138387,138387,TS1TSJ25A3K,TS1TSJ25A3K,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,3,0,TRANSCEND,????????,TRANSCEND,Transcend Portable External Hard Drive 1TB,"TS1TSJ25A3K--Transcend StoreJet 25A3 USB3.0, 1TB External Hard Drive A3K OS support - Win XP, Vista, Win7, Linux Kernel 2.6.31 or later, Mac OS X 10.5 or later, Includes Transcend Elite backup and security software, Black","Transcend StoreJet 25A3 USB3.0, 1TB External Hard Drive A3K", ????????? ??? ??? ????? ??? 1 ????,??? ??? ????? ???????? ???? ??? ??? 1 ????????? ??? ????,??? ??? ????? ???????? ???? ??? ??? 1 ????????  ??? ????,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/166/999245_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/166/999245_L_1_2.jpg,NULL,NULL,S
100003104,100003104,USM128W3/B,USM128W3/B,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SONY,????,SONY,"Sony W Series USB Flash Memory, 128GB, Black",USM128W3/B--Sony 128GB W Series USB Flash Memory Black,Sony 128GB W Series USB Flash Memory Black,???? ???? ????? ?? ?? ??? 128 ????? ????,???? ???? ????? ?? ?? ??? 128 ????? ????,"???? ???? ????? ?? ?? ?? 128 ????????, ??? ????",https://embed.imajize.com/9386574?lang=ar,https://embed.imajize.com/9386574?lang=en,http://cdn.extrastores.com/ImagesSections/product/100003104_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100003104_L_1_2.jpg,,,S
100003106,100003106,USM16CA1/S,USM16CA1/S,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SONY,????,SONY,Sony 16GB CA Series USB Flash Memory Silver,USM16CA1/S--Sony 16GB CA Series USB Flash Memory Silver,Sony 16GB CA Series USB Flash Memory Silver,"???? ???? ????? ?? ?? ?? 16 ????????, ??? ???","???? ???? ????? ?? ?? ?? 16 ????????, ??? ???","???? ???? ????? ?? ?? ?? 16 ????????, ??? ???",https://embed.imajize.com/2070009?lang=ar,https://embed.imajize.com/2070009?lang=en,http://cdn.extrastores.com/ImagesSections/product/100003106_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100003106_L_1_2.jpg,,,S
196400,196400,USM16SA3/B,USM16SA3/B,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SONY,????,SONY,"SONY 16GB USB3 Dualport Flashmemory, Black","USM16SA3/B--SONY 16GB USB3 Dualport Flashmemory, Black","SONY 16GB USB3 Dualport Flashmemory, Black","???? ???? ????? 16 ????????, ????","???? ???? ????? 16 ????????, ????","???? ???? ????? 16 ????????, ????",NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/167/9995838_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9995838_L_1_2.jpg,NULL,NULL,S
100003091,100003091,USM32GR/B,USM32GR/B,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SONY,????,SONY,Sony 32GB R Series USB Flash Memory Black,"USM32GR/B--Sony 32GB R Series USB Flash Memory Black		","Sony 32GB R Series USB Flash Memory Black		","???? ???? ????? ?? ?? ?? 32 ????????, ??? ????","???? ???? ????? ?? ?? ?? 32 ????????, ??? ????","???? ???? ????? ?? ?? ?? 32 ????????, ??? ????",https://embed.imajize.com/4352662?lang=ar,https://embed.imajize.com/4352662?lang=en,http://cdn.extrastores.com/ImagesSections/product/100003091_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100003091_L_1_2.jpg,,,S
188508,188508,USM32M1/W,USM32M1/W,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SONY,????,SONY,SONY 32GB Tiny Series Flash Memory White,USM32M1/W--SONY 32GB Tiny Series Flash Memory White,SONY 32GB Tiny Series Flash Memory White,???? ???? ????? 32 ???????? ??? ????,???? ???? ????? 32 ???????? ?? ??????? ???? ??? ????,???? ???? ????? 32 ???????? ?? ??????? ???? ??? ????,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/167/9987420_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9987420_L_1_2.jpg,NULL,NULL,S
191703,191703,USM32SA3/B,USM32SA3/B,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SONY,????,SONY,Sony 32GB USB3.0 Flash Drive OTG 130MB/s Black,"USM32SA3/B--Sony 32GB USB3.0 Flash Drive OTG Black. Ultra Compact Design, 130MB/s Write Speed, Micro-USB2.0 Compatible With Android Smartphones and Tablets, Windows & Mac Compatible, Made In Taiwan","Sony 32GB USB3.0 Flash Drive Black. Compact, OTG2.0, 130MB/s","???? ???? ????? 32 ????????, ????","???? ???? ????? 32 ????????, ????","???? ???? ????? 32 ????????, ????",https://embed.imajize.com/5159995?lang=ar,https://embed.imajize.com/5159995?lang=en,http://cdn.extrastores.com/ImagesSections/product/167/9990737_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9990737_L_1_2.jpg,NULL,NULL,S
196403,196403,USM32X/P,USM32X/P,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SONY,????,SONY,"SONY 32GB X Series USB 3.0 Flash Memory, Pink","USM32X/P--SONY 32GB X Series USB 3.0 Flash Memory, Pink","SONY 32GB X Series USB 3.0 Flash Memory, Pink","???? ???? ????? 32 ????????, ????","???? ???? ????? 32 ????????, ????","???? ???? ????? 32 ????????, ????",https://embed.imajize.com/2317053?lang=ar,https://embed.imajize.com/2317053?lang=en,http://cdn.extrastores.com/ImagesSections/product/167/9995835_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9995835_L_1_2.jpg,NULL,NULL,S
100003110,100003110,USM64CA1/S,USM64CA1/S,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SONY,????,SONY,"Sony CA Series USB Flash Memory, 64GB, Silver","USM64CA1/S--Sony 64GB CA Series USB Flash Memory Silver		","Sony 64GB CA Series USB Flash Memory Silver		",???? ???? ????? ?? ?? ??? 64 ????? ???,???? ???? ????? ?? ?? ??? 64 ????? ???,"???? ???? ????? ?? ?? ?? 64 ????????, ??? ???",https://embed.imajize.com/4257786?lang=ar,https://embed.imajize.com/4257786?lang=en,http://cdn.extrastores.com/ImagesSections/product/100003110_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100003110_L_1_2.jpg,,,S
100003098,100003098,USM64GR/B,USM64GR/B,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SONY,????,SONY,"Sony 64GB R Series USB Flash Memory Black		","USM64GR/B--Sony 64GB R Series USB Flash Memory Black		","Sony 64GB R Series USB Flash Memory Black		","???? ???? ????? ?? ?? ?? 64 ????????, ??? ????","???? ???? ????? ?? ?? ?? 64 ????????, ??? ????","???? ???? ????? ?? ?? ?? 64 ????????, ??? ????",NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/100003098_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100003098_L_1_2.jpg,,,S
196404,196404,USM64SA3/B,USM64SA3/B,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SONY,????,SONY,"SONY 64GB USB3 Dualport Flashmemory, Black","USM64SA3/B--SONY 64GB USB3 Dualport Flashmemory, Black","SONY 64GB USB3 Dualport Flashmemory, Black","???? ???? ????? 64 ????????, ????","???? ???? ????? 64 ????????, ????","???? ???? ????? 64 ????????, ????",https://embed.imajize.com/4836439?lang=ar,https://embed.imajize.com/4836439?lang=en,http://cdn.extrastores.com/ImagesSections/product/167/9995840_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9995840_L_1_2.jpg,NULL,NULL,S
196405,196405,USM64SA3/W,USM64SA3/W,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SONY,????,SONY,"SONY 64GB USB3 Dualport Flashmemory, White","USM64SA3/W--SONY 64GB USB3 Dualport Flashmemory, White","SONY 64GB USB3 Dualport Flashmemory, White","???? ???? ????? 64 ????????, ????","???? ???? ????? 64 ????????, ????","???? ???? ????? 64 ????????, ????",https://embed.imajize.com/9861457?lang=ar,https://embed.imajize.com/9861457?lang=en,http://cdn.extrastores.com/ImagesSections/product/167/9995841_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9995841_L_1_2.jpg,NULL,NULL,S
188467,188467,USM64X/B,USM64X/B,994,Computing,9940019,Drives & Storage,99400190124,Flash Drives,3,310,1,0,SONY,????,SONY,SONY 64GB X Series USB 3.0 Flash Memory Black,USM64X/B--SONY 64GB X Series USB 3.0 Flash Memory Black,SONY 64GB X Series USB 3.0 Flash Memory Black,???? ???? ????? 64 ???????? ??? ????,???? ???? ????? 64 ???????? ?? ??????? ??? ?? ?? ??3.0 ????,???? ???? ????? 64 ???????? ?? ??????? ??? ?? ?? ??3.0 ????,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/167/9987416_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/167/9987416_L_1_2.jpg,NULL,NULL,S
100036508,100036508,WDBS4B0020BBK,WDBS4B0020BBK-WESN,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,3,0,WD,????? ??,WD,"WESTERN DIGITAL My Passport 2TB Portable HDD, Black","WDBS4B0020BBK---WESTERN DIGITAL My Passport 2TB Portable HDD, Black color","WESTERN DIGITAL My Passport 2TB Portable HDD, Black color",?????? ?????? ??? ??????? 2 ???? ????? ????,?????? ?????? ??? ??????? 2 ???? ????? ????,?????? ?????? ??? ??????? 2 ???? ????? ????,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/100036508_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100036508_L_1_2.jpg,,,S
100036509,100036509,WDBS4B0020BBL,WDBS4B0020BBL-WESN,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,3,0,WD,????? ??,WD,"WESTERN DIGITAL My Passport 2TB Portable HDD, Blue","WDBS4B0020BBL--WESTERN DIGITAL My Passport 2TB Portable HDD, Blue color","WDBS4B0020BBL--WESTERN DIGITAL My Passport 2TB Portable HDD, Blue color",?????? ?????? ??? ??????? 2 ???? ????? ????,?????? ?????? ??? ??????? 2 ???? ????? ????,?????? ?????? ??? ??????? 2 ???? ????? ????,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/100036509_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100036509_L_1_2.jpg,,,S
100036510,100036510,WDBS4B0020BOR,WDBS4B0020BOR-WESN,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,3,0,WD,????? ??,WD,"WESTERN DIGITAL My Passport 2TB Portable HDD, Orange","WDBS4B0020BOR--WESTERN DIGITAL My Passport 2TB Portable HDD, Orange color","WDBS4B0020BOR--WESTERN DIGITAL My Passport 2TB Portable HDD, Orange color",?????? ?????? ??? ??????? 2 ???? ????? ???????,?????? ?????? ??? ??????? 2 ???? ????? ???????,?????? ?????? ??? ??????? 2 ???? ????? ???????,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/100036510_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100036510_L_1_2.jpg,,,S
100036511,100036511,WDBS4B0020BRD,WDBS4B0020BRD-WESN,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,3,0,WD,????? ??,WD,"WESTERN DIGITAL My Passport 2TB Portable HDD, Red","WDBS4B0020BRD--WESTERN DIGITAL My Passport 2TB Portable HDD, Red color","WDBS4B0020BRD--WESTERN DIGITAL My Passport 2TB Portable HDD, Red color",?????? ?????? ??? ??????? 2 ???? ????? ????,?????? ?????? ??? ??????? 2 ???? ????? ????,?????? ?????? ??? ??????? 2 ???? ????? ????,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/100036511_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100036511_L_1_2.jpg,,,S
100036513,100036513,WDBS4B0020BWT,,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,3,0,WD,????? ??,WD,"WESTERN DIGITAL My Passport 2TB Portable HDD, White","WDBS4B0020BWT--WESTERN DIGITAL My Passport 2TB Portable HDD, White color","WESTERN DIGITAL My Passport 2TB Portable HDD, White color",?????? ?????? ??? ??????? 2 ???? ????? ????,?????? ?????? ??? ??????? 2 ???? ????? ????,?????? ?????? ??? ??????? 2 ???? ????? ????,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/100036513_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100036513_L_1_2.jpg,,,S
100036514,100036514,WDBS4B0020BYL,WDBS4B0020BYL-WESN,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,3,0,WD,????? ??,WD,"WESTERN DIGITAL My Passport 2TB Portable HDD, Yellow","WDBS4B0020BYL--WESTERN DIGITAL My Passport 2TB Portable HDD, Yellow color","WESTERN DIGITAL My Passport 2TB Portable HDD, Yellow color",?????? ?????? ??? ??????? 2 ???? ????? ????,?????? ?????? ??? ??????? 2 ???? ????? ????,?????? ?????? ??? ??????? 2 ???? ????? ????,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/100036514_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100036514_L_1_2.jpg,,,S
100008775,100008775,WDBTLG0010BGD-WESN,WDBTLG0010BGD-WESN,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,3,0,WESTERN DIGITAL,?????? ???????,WESTERN DIGITAL,WESTERN DIGITAL 1TB My Passport Ultra - White-Gold,"WDBTLG0010BGD-WESN--WESTERN DIGITAL 1TB My Passport Ultra - White-Gold, Portable Hard Drive with password protection and auto backup software","WESTERN DIGITAL 1TB My Passport Ultra, Portable Hard Drive, White-Gold","?????? ??????? ??? ??? 1 ???????? ?? ????? ????? ?? ???? ???? ???????????, ????/????","?????? ??????? ??? ??? 1 ???????? ?? ????? ????? ?? ???? ???? ???????????, ????/????","?????? ??????? ??? ??? 1 ???????? ?? ????? ????? ?? ???? ???? ???????????, ????/????",NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/100008775_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100008775_L_1_2.jpg,,,S
100008780,100008780,WDBTLG0010BGY-WESN,WDBTLG0010BGY-WESN,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,3,0,WESTERN DIGITAL,?????? ???????,WESTERN DIGITAL,WESTERN DIGITAL 1TB My Passport Ultra - Black-Grey,"WDBTLG0010BGY-WESN--WESTERN DIGITAL 1TB My Passport Ultra - Black-Grey, Portable Hard Drive with password protection and auto backup software","WESTERN DIGITAL 1TB My Passport Ultra, Portable Hard Drive,  Black-Grey","?????? ??????? ??? ??? 1 ???????? ?? ????? ????? ?? ???? ???? ???????????, ???? / ?????","?????? ??????? ??? ??? 1 ???????? ?? ????? ????? ?? ???? ???? ???????????, ???? / ?????","?????? ??????? ??? ??? 1 ???????? ?? ????? ????? ?? ???? ???? ???????????, ???? / ?????",NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/100008780_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100008780_L_1_2.jpg,,,S
161625,161625,WDBU6Y0020BBK-EESN,WDBU6Y0020BBK-EESN,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,3,0,WESTERN DIGITAL,?????? ???????,WESTERN DIGITAL,"Western Digital WD Elements 2T Portable HDD,USB3.0","WDBU6Y0020BBK-EESN---Western Digital WD Elements 2TB 2.5"" Portable HDD, USB3.0. 5400rpm, formatted NTFS for Windows XP, Windows Vista, Windows 7, Window 8, Black","Western Digital WD Elements 2TB 2.5"" Portable HDD",??? ??? ????? ?????? ??????? 2 ????????,??? ??? ????? ??? ?????? ??????? ???? 2 ?????????  ????,??? ??? ????? ??? ?????? ??????? ???? 2 ????????   ????,https://embed.imajize.com/7055720?lang=ar,https://embed.imajize.com/7055720?lang=en,http://cdn.extrastores.com/ImagesSections/product/166/9955991_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/166/9955991_L_1_2.jpg,NULL,NULL,S
159816,159816,WDBUZG0010BBK,WDBUZG0010BBK,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,3,0,WESTERN DIGITAL,?????? ???????,WESTERN DIGITAL,Western Digital External Hard Drive Portable 1TB,"WDBUZG0010BBK---Western Digital 1TB Elements Portable Hard Drive, USB 3.0, supports Windows XP, Windows Vista, Windows 7, Window 8, Mac OS X 10.6.5, Black","Western Digital 1TB Elements Portable Hard Drive, USB 3.0","?????? ??????? ??? ??? ?????, 1 ????????",??? ??? ????? ??? ?????? ??????? ???? 1 ????????? ????,??? ??? ????? ??? ?????? ??????? ???? 1 ????????  ????,https://embed.imajize.com/2053875?lang=ar,https://embed.imajize.com/2053875?lang=en,http://cdn.extrastores.com/ImagesSections/product/166/9953871_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/166/9953871_L_1_2.jpg,NULL,NULL,S
100023484,100023484,WDBVXC0040HWT-EESN,WDBVXC0040HWT-EESN,994,Computing,9940019,Drives & Storage,99400190123,External Hard Drives,3,310,6,0,WESTERN DIGITAL,?????? ???????,WESTERN DIGITAL,Western Digital My Cloud Home 4 TB HDD,WDBVXC0040HWT-EESN-- Western Digital My Cloud Home 4 TB HDD,WDBVXC0040HWT-EESN-- Western Digital My Cloud Home 4 TB HDD,??? ??? ?????? ??????? 4 ???? ????,??? ??? ?????? ??????? 4 ???? ????,??? ??? ?????? ??????? 4 ???? ????,NULL,NULL,http://cdn.extrastores.com/ImagesSections/product/100023484_L_1.jpg,http://cdn.extrastores.com/ImagesSections/product/100023484_L_1_2.jpg,,,S
